target,model,period,semi_amplitude,n_injections,n_recovered,completeness
HD 4614 A,era,10.0,3.0,6,6,1.0
HD 4614 A,era,10.0,5.0,6,6,1.0
HD 4614 A,era,30.0,0.5,6,0,0.0
HD 4614 A,era,30.0,1.0,6,0,0.0
HD 4614 A,era,30.0,1.5,6,0,0.0
HD 4614 A,era,30.0,2.0,6,2,0.3333333333333333
HD 4614 A,era,30.0,3.0,6,6,1.0
HD 4614 A,era,30.0,5.0,6,6,1.0
HD 4614 A,era,100.0,0.5,6,0,0.0
HD 4614 A,era,100.0,1.0,6,0,0.0
HD 4614 A,era,100.0,1.5,6,1,0.16666666666666666
HD 4614 A,era,100.0,2.0,6,4,0.6666666666666666
HD 4614 A,era,100.0,3.0,6,5,0.8333333333333334
HD 4614 A,era,100.0,5.0,6,6,1.0
HD 4614 A,era,300.0,0.5,6,0,0.0
HD 4614 A,era,300.0,1.0,6,0,0.0
HD 4614 A,era,300.0,1.5,6,1,0.16666666666666666
HD 4614 A,era,300.0,2.0,6,1,0.16666666666666666
HD 4614 A,era,300.0,3.0,6,2,0.3333333333333333
HD 4614 A,era,300.0,5.0,6,2,0.3333333333333333
HD 4614 A,era,500.0,0.5,6,0,0.0
HD 4614 A,era,500.0,1.0,6,0,0.0
HD 4614 A,era,500.0,1.5,6,0,0.0
HD 4614 A,era,500.0,2.0,6,0,0.0
HD 4614 A,era,500.0,3.0,6,0,0.0
HD 4614 A,era,500.0,5.0,6,0,0.0
HD 4614 A,era_activity,5.0,0.5,6,0,0.0
HD 4614 A,era_activity,5.0,1.0,6,0,0.0
HD 4614 A,era_activity,5.0,1.5,6,0,0.0
HD 4614 A,era_activity,5.0,2.0,6,6,1.0
HD 4614 A,era_activity,5.0,3.0,6,6,1.0
HD 4614 A,era_activity,5.0,5.0,6,6,1.0
HD 4614 A,era_activity,10.0,0.5,6,0,0.0
HD 4614 A,era_activity,10.0,1.0,6,0,0.0
HD 4614 A,era_activity,10.0,1.5,6,0,0.0
HD 4614 A,era_activity,10.0,2.0,6,4,0.6666666666666666
HD 4614 A,era_activity,10.0,3.0,6,6,1.0
HD 4614 A,era_activity,10.0,5.0,6,6,1.0
HD 4614 A,era_activity,30.0,0.5,6,0,0.0
HD 4614 A,era_activity,30.0,1.0,6,0,0.0
HD 4614 A,era_activity,30.0,1.5,6,0,0.0
HD 4614 A,era_activity,30.0,2.0,6,2,0.3333333333333333
HD 4614 A,era_activity,30.0,3.0,6,6,1.0
HD 4614 A,era_activity,30.0,5.0,6,6,1.0
HD 4614 A,era_activity,100.0,0.5,6,0,0.0
HD 4614 A,era_activity,100.0,1.0,6,0,0.0
HD 4614 A,era_activity,100.0,1.5,6,1,0.16666666666666666
HD 4614 A,era_activity,100.0,2.0,6,4,0.6666666666666666
HD 4614 A,era_activity,100.0,3.0,6,5,0.8333333333333334
HD 4614 A,era_activity,100.0,5.0,6,6,1.0
HD 4614 A,era_activity,300.0,0.5,6,0,0.0
HD 4614 A,era_activity,300.0,1.0,6,0,0.0
HD 4614 A,era_activity,300.0,1.5,6,1,0.16666666666666666
HD 4614 A,era_activity,300.0,2.0,6,1,0.16666666666666666
HD 4614 A,era_activity,300.0,3.0,6,2,0.3333333333333333
HD 4614 A,era_activity,300.0,5.0,6,2,0.3333333333333333
HD 4614 A,era_activity,500.0,0.5,6,0,0.0
HD 4614 A,era_activity,500.0,1.0,6,0,0.0
HD 4614 A,era_activity,500.0,1.5,6,0,0.0
HD 4614 A,era_activity,500.0,2.0,6,0,0.0
HD 4614 A,era_activity,500.0,3.0,6,0,0.0
HD 4614 A,era_activity,500.0,5.0,6,0,0.0
HD 4628,baseline,5.0,0.5,6,0,0.0
HD 4628,baseline,5.0,1.0,6,0,0.0
HD 4628,baseline,5.0,1.5,6,0,0.0
HD 4628,baseline,5.0,2.0,6,4,0.6666666666666666
HD 4628,baseline,5.0,3.0,6,6,1.0
HD 4628,baseline,5.0,5.0,6,6,1.0
HD 4628,baseline,10.0,0.5,6,0,0.0
HD 4628,baseline,10.0,1.0,6,0,0.0
HD 4628,baseline,10.0,1.5,6,0,0.0
HD 4628,baseline,10.0,2.0,6,6,1.0
HD 4628,baseline,10.0,3.0,6,6,1.0
HD 4628,baseline,10.0,5.0,6,6,1.0
HD 4628,baseline,30.0,0.5,6,0,0.0
HD 4628,baseline,30.0,1.0,6,0,0.0
HD 4628,baseline,30.0,1.5,6,2,0.3333333333333333
HD 4628,baseline,30.0,2.0,6,5,0.8333333333333334
HD 4628,baseline,30.0,3.0,6,6,1.0
HD 4628,baseline,30.0,5.0,6,6,1.0
HD 4628,baseline,100.0,0.5,6,0,0.0
HD 4628,baseline,100.0,1.0,6,0,0.0
HD 4628,baseline,100.0,1.5,6,2,0.3333333333333333
HD 4628,baseline,100.0,2.0,6,4,0.6666666666666666
HD 4628,baseline,100.0,3.0,6,6,1.0
HD 4628,baseline,100.0,5.0,6,6,1.0
HD 4628,baseline,300.0,0.5,6,0,0.0
HD 4628,baseline,300.0,1.0,6,1,0.16666666666666666
HD 4628,baseline,300.0,1.5,6,1,0.16666666666666666
HD 4628,baseline,300.0,2.0,6,1,0.16666666666666666
HD 4628,baseline,300.0,3.0,6,2,0.3333333333333333
HD 4628,baseline,300.0,5.0,6,4,0.6666666666666666
HD 4628,baseline,500.0,0.5,6,0,0.0
HD 4628,baseline,500.0,1.0,6,0,0.0
HD 4628,baseline,500.0,1.5,6,1,0.16666666666666666
HD 4628,baseline,500.0,2.0,6,1,0.16666666666666666
HD 4628,baseline,500.0,3.0,6,2,0.3333333333333333
HD 4628,baseline,500.0,5.0,6,3,0.5
HD 4628,era,5.0,0.5,6,3,0.5
HD 4628,era,5.0,1.0,6,6,1.0
HD 4628,era,5.0,1.5,6,6,1.0
HD 4628,era,5.0,2.0,6,6,1.0
HD 4628,era,5.0,3.0,6,6,1.0
HD 4628,era,5.0,5.0,6,6,1.0
HD 4628,era,10.0,0.5,6,4,0.6666666666666666
HD 4628,era,10.0,1.0,6,6,1.0
HD 4628,era,10.0,1.5,6,6,1.0
HD 4628,era,10.0,2.0,6,6,1.0
HD 4628,era,10.0,3.0,6,6,1.0
HD 4628,era,10.0,5.0,6,6,1.0
HD 4628,era,30.0,0.5,6,2,0.3333333333333333
HD 4628,era,30.0,1.0,6,5,0.8333333333333334
HD 4628,era,30.0,1.5,6,6,1.0
HD 4628,era,30.0,2.0,6,6,1.0
HD 4628,era,30.0,3.0,6,6,1.0
HD 4628,era,30.0,5.0,6,6,1.0
HD 4628,era,100.0,0.5,6,0,0.0
HD 4628,era,100.0,1.0,6,4,0.6666666666666666
HD 4628,era,100.0,1.5,6,5,0.8333333333333334
HD 4628,era,100.0,2.0,6,6,1.0
HD 4628,era,100.0,3.0,6,6,1.0
HD 4628,era,100.0,5.0,6,6,1.0
HD 4628,era,300.0,0.5,6,0,0.0
HD 4628,era,300.0,1.0,6,0,0.0
HD 4628,era,300.0,1.5,6,2,0.3333333333333333
HD 4628,era,300.0,2.0,6,3,0.5
HD 4628,era,300.0,3.0,6,3,0.5
HD 4628,era,300.0,5.0,6,3,0.5
HD 4628,era,500.0,0.5,6,0,0.0
HD 4628,era,500.0,1.0,6,1,0.16666666666666666
HD 4628,era,500.0,1.5,6,1,0.16666666666666666
HD 4628,era,500.0,2.0,6,1,0.16666666666666666
HD 4628,era,500.0,3.0,6,2,0.3333333333333333
HD 4628,era,500.0,5.0,6,1,0.16666666666666666
HD 4628,era_activity,5.0,0.5,6,0,0.0
HD 4628,era_activity,5.0,1.0,6,6,1.0
HD 4628,era_activity,5.0,1.5,6,6,1.0
HD 4628,era_activity,5.0,2.0,6,6,1.0
HD 4628,era_activity,5.0,3.0,6,6,1.0
HD 4628,era_activity,5.0,5.0,6,6,1.0
HD 4628,era_activity,10.0,0.5,6,3,0.5
HD 4628,era_activity,10.0,1.0,6,6,1.0
HD 4628,era_activity,10.0,1.5,6,6,1.0
HD 4628,era_activity,10.0,2.0,6,6,1.0
HD 4628,era_activity,10.0,3.0,6,6,1.0
HD 4628,era_activity,10.0,5.0,6,6,1.0
HD 4628,era_activity,30.0,0.5,6,5,0.8333333333333334
HD 4628,era_activity,30.0,1.0,6,5,0.8333333333333334
HD 4628,era_activity,30.0,1.5,6,6,1.0
HD 4628,era_activity,30.0,2.0,6,6,1.0
HD 4628,era_activity,30.0,3.0,6,6,1.0
HD 4628,era_activity,30.0,5.0,6,6,1.0
HD 4628,era_activity,100.0,0.5,6,1,0.16666666666666666
HD 4628,era_activity,100.0,1.0,6,4,0.6666666666666666
HD 4628,era_activity,100.0,1.5,6,5,0.8333333333333334
HD 4628,era_activity,100.0,2.0,6,6,1.0
HD 4628,era_activity,100.0,3.0,6,6,1.0
HD 4628,era_activity,100.0,5.0,6,6,1.0
HD 4628,era_activity,300.0,0.5,6,0,0.0
HD 4628,era_activity,300.0,1.0,6,2,0.3333333333333333
HD 4628,era_activity,300.0,1.5,6,2,0.3333333333333333
HD 4628,era_activity,300.0,2.0,6,3,0.5
HD 4628,era_activity,300.0,3.0,6,3,0.5
HD 4628,era_activity,300.0,5.0,6,3,0.5
HD 4628,era_activity,500.0,0.5,6,0,0.0
HD 4628,era_activity,500.0,1.0,6,0,0.0
HD 4628,era_activity,500.0,1.5,6,1,0.16666666666666666
HD 4628,era_activity,500.0,2.0,6,2,0.3333333333333333
HD 4628,era_activity,500.0,3.0,6,2,0.3333333333333333
HD 4628,era_activity,500.0,5.0,6,1,0.16666666666666666
HD 50692,baseline,5.0,0.5,6,0,0.0
HD 50692,baseline,5.0,1.0,6,0,0.0
HD 50692,baseline,5.0,1.5,6,0,0.0
HD 50692,baseline,5.0,2.0,6,2,0.3333333333333333
HD 50692,baseline,5.0,3.0,6,6,1.0
HD 50692,baseline,5.0,5.0,6,6,1.0
HD 50692,baseline,10.0,0.5,6,0,0.0
HD 50692,baseline,10.0,1.0,6,0,0.0
HD 50692,baseline,10.0,1.5,6,0,0.0
HD 50692,baseline,10.0,2.0,6,1,0.16666666666666666
HD 50692,baseline,10.0,3.0,6,6,1.0
HD 50692,baseline,10.0,5.0,6,6,1.0
HD 50692,baseline,30.0,0.5,6,0,0.0
HD 50692,baseline,30.0,1.0,6,0,0.0
HD 50692,baseline,30.0,1.5,6,0,0.0
HD 50692,baseline,30.0,2.0,6,4,0.6666666666666666
HD 50692,baseline,30.0,3.0,6,6,1.0
HD 50692,baseline,30.0,5.0,6,6,1.0
HD 50692,baseline,100.0,0.5,6,0,0.0
HD 50692,baseline,100.0,1.0,6,0,0.0
HD 50692,baseline,100.0,1.5,6,0,0.0
HD 50692,baseline,100.0,2.0,6,1,0.16666666666666666
HD 50692,baseline,100.0,3.0,6,6,1.0
HD 50692,baseline,100.0,5.0,6,6,1.0
HD 50692,baseline,300.0,0.5,6,0,0.0
HD 50692,baseline,300.0,1.0,6,0,0.0
HD 50692,baseline,300.0,1.5,6,0,0.0
HD 50692,baseline,300.0,2.0,6,0,0.0
HD 50692,baseline,300.0,3.0,6,1,0.16666666666666666
HD 50692,baseline,300.0,5.0,6,5,0.8333333333333334
HD 50692,baseline,500.0,0.5,6,6,1.0
HD 50692,baseline,500.0,1.0,6,5,0.8333333333333334
HD 50692,baseline,500.0,1.5,6,5,0.8333333333333334
HD 50692,baseline,500.0,2.0,6,4,0.6666666666666666
HD 50692,baseline,500.0,3.0,6,4,0.6666666666666666
HD 50692,baseline,500.0,5.0,6,5,0.8333333333333334
HD 50692,era,5.0,0.5,6,0,0.0
HD 50692,era,5.0,1.0,6,2,0.3333333333333333
HD 50692,era,5.0,1.5,6,4,0.6666666666666666
HD 50692,era,5.0,2.0,6,5,0.8333333333333334
HD 50692,era,5.0,3.0,6,6,1.0
HD 50692,era,5.0,5.0,6,6,1.0
HD 50692,era,10.0,0.5,6,0,0.0
HD 50692,era,10.0,1.0,6,0,0.0
HD 50692,era,10.0,1.5,6,2,0.3333333333333333
HD 50692,era,10.0,2.0,6,6,1.0
HD 50692,era,10.0,3.0,6,6,1.0
HD 50692,era,10.0,5.0,6,6,1.0
HD 50692,era,30.0,0.5,6,0,0.0
HD 50692,era,30.0,1.0,6,1,0.16666666666666666
HD 50692,era,30.0,1.5,6,3,0.5
HD 50692,era,30.0,2.0,6,5,0.8333333333333334
HD 50692,era,30.0,3.0,6,6,1.0
HD 50692,era,30.0,5.0,6,6,1.0
HD 50692,era,100.0,0.5,6,0,0.0
HD 50692,era,100.0,1.0,6,0,0.0
HD 50692,era,100.0,1.5,6,1,0.16666666666666666
HD 50692,era,100.0,2.0,6,6,1.0
HD 50692,era,100.0,3.0,6,6,1.0
HD 50692,era,100.0,5.0,6,6,1.0
HD 50692,era,300.0,0.5,6,3,0.5
HD 50692,era,300.0,1.0,6,2,0.3333333333333333
HD 50692,era,300.0,1.5,6,0,0.0
HD 50692,era,300.0,2.0,6,1,0.16666666666666666
HD 50692,era,300.0,3.0,6,2,0.3333333333333333
HD 50692,era,300.0,5.0,6,6,1.0
HD 50692,era,500.0,0.5,6,0,0.0
HD 50692,era,500.0,1.0,6,0,0.0
HD 50692,era,500.0,1.5,6,0,0.0
HD 50692,era,500.0,2.0,6,0,0.0
HD 50692,era,500.0,3.0,6,1,0.16666666666666666
HD 50692,era,500.0,5.0,6,2,0.3333333333333333
HD 50692,era_activity,5.0,0.5,6,0,0.0
HD 50692,era_activity,5.0,1.0,6,1,0.16666666666666666
HD 50692,era_activity,5.0,1.5,6,3,0.5
HD 50692,era_activity,5.0,2.0,6,6,1.0
HD 50692,era_activity,5.0,3.0,6,6,1.0
HD 50692,era_activity,5.0,5.0,6,6,1.0
HD 50692,era_activity,10.0,0.5,6,0,0.0
HD 50692,era_activity,10.0,1.0,6,0,0.0
HD 50692,era_activity,10.0,1.5,6,4,0.6666666666666666
HD 50692,era_activity,10.0,2.0,6,6,1.0
HD 50692,era_activity,10.0,3.0,6,6,1.0
HD 50692,era_activity,10.0,5.0,6,6,1.0
HD 50692,era_activity,30.0,0.5,6,0,0.0
HD 50692,era_activity,30.0,1.0,6,1,0.16666666666666666
HD 50692,era_activity,30.0,1.5,6,3,0.5
HD 50692,era_activity,30.0,2.0,6,5,0.8333333333333334
HD 50692,era_activity,30.0,3.0,6,6,1.0
HD 50692,era_activity,30.0,5.0,6,6,1.0
HD 50692,era_activity,100.0,0.5,6,0,0.0
HD 50692,era_activity,100.0,1.0,6,0,0.0
HD 50692,era_activity,100.0,1.5,6,3,0.5
HD 50692,era_activity,100.0,2.0,6,6,1.0
HD 50692,era_activity,100.0,3.0,6,6,1.0
HD 50692,era_activity,100.0,5.0,6,6,1.0
HD 50692,era_activity,300.0,0.5,6,0,0.0
HD 50692,era_activity,300.0,1.0,6,0,0.0
HD 50692,era_activity,300.0,1.5,6,0,0.0
HD 50692,era_activity,300.0,2.0,6,2,0.3333333333333333
HD 50692,era_activity,300.0,3.0,6,3,0.5
HD 50692,era_activity,300.0,5.0,6,4,0.6666666666666666
HD 50692,era_activity,500.0,0.5,6,2,0.3333333333333333
HD 50692,era_activity,500.0,1.0,6,2,0.3333333333333333
HD 50692,era_activity,500.0,1.5,6,3,0.5
HD 50692,era_activity,500.0,2.0,6,2,0.3333333333333333
HD 50692,era_activity,500.0,3.0,6,2,0.3333333333333333
HD 50692,era_activity,500.0,5.0,6,2,0.3333333333333333
HD 51419,baseline,5.0,0.5,6,0,0.0
HD 51419,baseline,5.0,1.0,6,3,0.5
HD 51419,baseline,5.0,1.5,6,6,1.0
HD 51419,baseline,5.0,2.0,6,6,1.0
HD 51419,baseline,5.0,3.0,6,6,1.0
HD 51419,baseline,5.0,5.0,6,6,1.0
HD 51419,baseline,10.0,0.5,6,0,0.0
HD 51419,baseline,10.0,1.0,6,2,0.3333333333333333
HD 51419,baseline,10.0,1.5,6,6,1.0
HD 51419,baseline,10.0,2.0,6,6,1.0
HD 51419,baseline,10.0,3.0,6,6,1.0
HD 51419,baseline,10.0,5.0,6,6,1.0
HD 51419,baseline,30.0,0.5,6,0,0.0
HD 51419,baseline,30.0,1.0,6,3,0.5
HD 51419,baseline,30.0,1.5,6,6,1.0
HD 51419,baseline,30.0,2.0,6,6,1.0
HD 51419,baseline,30.0,3.0,6,6,1.0
HD 51419,baseline,30.0,5.0,6,6,1.0
HD 51419,baseline,100.0,0.5,6,0,0.0
HD 51419,baseline,100.0,1.0,6,4,0.6666666666666666
HD 51419,baseline,100.0,1.5,6,6,1.0
HD 51419,baseline,100.0,2.0,6,6,1.0
HD 51419,baseline,100.0,3.0,6,6,1.0
HD 51419,baseline,100.0,5.0,6,6,1.0
HD 51419,baseline,300.0,0.5,6,0,0.0
HD 51419,baseline,300.0,1.0,6,1,0.16666666666666666
HD 51419,baseline,300.0,1.5,6,2,0.3333333333333333
HD 51419,baseline,300.0,2.0,6,5,0.8333333333333334
HD 51419,baseline,300.0,3.0,6,6,1.0
HD 51419,baseline,300.0,5.0,6,6,1.0
HD 51419,baseline,500.0,0.5,6,1,0.16666666666666666
HD 51419,baseline,500.0,1.0,6,3,0.5
HD 51419,baseline,500.0,1.5,6,4,0.6666666666666666
HD 51419,baseline,500.0,2.0,6,5,0.8333333333333334
HD 51419,baseline,500.0,3.0,6,6,1.0
HD 51419,baseline,500.0,5.0,6,6,1.0
HD 51419,era,5.0,0.5,6,0,0.0
HD 51419,era,5.0,1.0,6,5,0.8333333333333334
HD 51419,era,5.0,1.5,6,6,1.0
HD 51419,era,5.0,2.0,6,6,1.0
HD 51419,era,5.0,3.0,6,6,1.0
HD 51419,era,5.0,5.0,6,6,1.0
HD 51419,era,10.0,0.5,6,0,0.0
HD 51419,era,10.0,1.0,6,5,0.8333333333333334
HD 51419,era,10.0,1.5,6,6,1.0
HD 51419,era,10.0,2.0,6,6,1.0
HD 51419,era,10.0,3.0,6,6,1.0
HD 51419,era,10.0,5.0,6,6,1.0
HD 51419,era,30.0,0.5,6,0,0.0
HD 51419,era,30.0,1.0,6,5,0.8333333333333334
HD 51419,era,30.0,1.5,6,6,1.0
HD 51419,era,30.0,2.0,6,6,1.0
HD 51419,era,30.0,3.0,6,6,1.0
HD 51419,era,30.0,5.0,6,6,1.0
HD 51419,era,100.0,0.5,6,0,0.0
HD 51419,era,100.0,1.0,6,4,0.6666666666666666
HD 51419,era,100.0,1.5,6,6,1.0
HD 51419,era,100.0,2.0,6,6,1.0
HD 51419,era,100.0,3.0,6,6,1.0
HD 51419,era,100.0,5.0,6,6,1.0
HD 51419,era,300.0,0.5,6,0,0.0
HD 51419,era,300.0,1.0,6,0,0.0
HD 51419,era,300.0,1.5,6,3,0.5
HD 51419,era,300.0,2.0,6,4,0.6666666666666666
HD 51419,era,300.0,3.0,6,5,0.8333333333333334
HD 51419,era,300.0,5.0,6,6,1.0
HD 51419,era,500.0,0.5,6,0,0.0
HD 51419,era,500.0,1.0,6,1,0.16666666666666666
HD 51419,era,500.0,1.5,6,2,0.3333333333333333
HD 51419,era,500.0,2.0,6,1,0.16666666666666666
HD 51419,era,500.0,3.0,6,1,0.16666666666666666
HD 51419,era,500.0,5.0,6,2,0.3333333333333333
HD 51419,era_activity,5.0,0.5,6,0,0.0
HD 51419,era_activity,5.0,1.0,6,4,0.6666666666666666
HD 51419,era_activity,5.0,1.5,6,6,1.0
HD 51419,era_activity,5.0,2.0,6,6,1.0
HD 51419,era_activity,5.0,3.0,6,6,1.0
HD 51419,era_activity,5.0,5.0,6,6,1.0
HD 51419,era_activity,10.0,0.5,6,0,0.0
HD 51419,era_activity,10.0,1.0,6,3,0.5
HD 51419,era_activity,10.0,1.5,6,6,1.0
HD 51419,era_activity,10.0,2.0,6,6,1.0
HD 51419,era_activity,10.0,3.0,6,6,1.0
HD 51419,era_activity,10.0,5.0,6,6,1.0
HD 51419,era_activity,30.0,0.5,6,0,0.0
HD 51419,era_activity,30.0,1.0,6,4,0.6666666666666666
HD 51419,era_activity,30.0,1.5,6,6,1.0
HD 51419,era_activity,30.0,2.0,6,6,1.0
HD 51419,era_activity,30.0,3.0,6,6,1.0
HD 51419,era_activity,30.0,5.0,6,6,1.0
HD 51419,era_activity,100.0,0.5,6,0,0.0
HD 51419,era_activity,100.0,1.0,6,4,0.6666666666666666
HD 51419,era_activity,100.0,1.5,6,6,1.0
HD 51419,era_activity,100.0,2.0,6,6,1.0
HD 51419,era_activity,100.0,3.0,6,6,1.0
HD 51419,era_activity,100.0,5.0,6,6,1.0
HD 51419,era_activity,300.0,0.5,6,0,0.0
HD 51419,era_activity,300.0,1.0,6,0,0.0
HD 51419,era_activity,300.0,1.5,6,2,0.3333333333333333
HD 51419,era_activity,300.0,2.0,6,3,0.5
HD 51419,era_activity,300.0,3.0,6,4,0.6666666666666666
HD 51419,era_activity,300.0,5.0,6,6,1.0
HD 51419,era_activity,500.0,0.5,6,0,0.0
HD 51419,era_activity,500.0,1.0,6,0,0.0
HD 51419,era_activity,500.0,1.5,6,1,0.16666666666666666
HD 51419,era_activity,500.0,2.0,6,0,0.0
HD 51419,era_activity,500.0,3.0,6,0,0.0
HD 51419,era_activity,500.0,5.0,6,0,0.0
HD 52711,baseline,5.0,0.5,6,0,0.0
HD 52711,baseline,5.0,1.0,6,0,0.0
HD 52711,baseline,5.0,1.5,6,0,0.0
HD 52711,baseline,5.0,2.0,6,6,1.0
HD 52711,baseline,5.0,3.0,6,6,1.0
HD 52711,baseline,5.0,5.0,6,6,1.0
HD 52711,baseline,10.0,0.5,6,0,0.0
HD 52711,baseline,10.0,1.0,6,0,0.0
HD 52711,baseline,10.0,1.5,6,2,0.3333333333333333
HD 52711,baseline,10.0,2.0,6,6,1.0
HD 52711,baseline,10.0,3.0,6,6,1.0
HD 52711,baseline,10.0,5.0,6,6,1.0
HD 52711,baseline,30.0,0.5,6,0,0.0
HD 52711,baseline,30.0,1.0,6,0,0.0
HD 52711,baseline,30.0,1.5,6,0,0.0
HD 52711,baseline,30.0,2.0,6,5,0.8333333333333334
HD 52711,baseline,30.0,3.0,6,6,1.0
HD 52711,baseline,30.0,5.0,6,6,1.0
HD 52711,baseline,100.0,0.5,6,0,0.0
HD 52711,baseline,100.0,1.0,6,1,0.16666666666666666
HD 52711,baseline,100.0,1.5,6,2,0.3333333333333333
HD 52711,baseline,100.0,2.0,6,4,0.6666666666666666
HD 52711,baseline,100.0,3.0,6,6,1.0
HD 52711,baseline,100.0,5.0,6,6,1.0
HD 52711,baseline,300.0,0.5,6,0,0.0
HD 52711,baseline,300.0,1.0,6,0,0.0
HD 52711,baseline,300.0,1.5,6,0,0.0
HD 52711,baseline,300.0,2.0,6,4,0.6666666666666666
HD 52711,baseline,300.0,3.0,6,6,1.0
HD 52711,baseline,300.0,5.0,6,6,1.0
HD 52711,baseline,500.0,0.5,6,5,0.8333333333333334
HD 52711,baseline,500.0,1.0,6,4,0.6666666666666666
HD 52711,baseline,500.0,1.5,6,4,0.6666666666666666
HD 52711,baseline,500.0,2.0,6,4,0.6666666666666666
HD 52711,baseline,500.0,3.0,6,6,1.0
HD 52711,baseline,500.0,5.0,6,6,1.0
HD 52711,era,5.0,0.5,6,0,0.0
HD 52711,era,5.0,1.0,6,0,0.0
HD 52711,era,5.0,1.5,6,6,1.0
HD 52711,era,5.0,2.0,6,6,1.0
HD 52711,era,5.0,3.0,6,6,1.0
HD 52711,era,5.0,5.0,6,6,1.0
HD 52711,era,10.0,0.5,6,0,0.0
HD 52711,era,10.0,1.0,6,1,0.16666666666666666
HD 52711,era,10.0,1.5,6,6,1.0
HD 52711,era,10.0,2.0,6,6,1.0
HD 52711,era,10.0,3.0,6,6,1.0
HD 52711,era,10.0,5.0,6,6,1.0
HD 52711,era,30.0,0.5,6,0,0.0
HD 52711,era,30.0,1.0,6,1,0.16666666666666666
HD 52711,era,30.0,1.5,6,5,0.8333333333333334
HD 52711,era,30.0,2.0,6,6,1.0
HD 52711,era,30.0,3.0,6,6,1.0
HD 52711,era,30.0,5.0,6,6,1.0
HD 52711,era,100.0,0.5,6,0,0.0
HD 52711,era,100.0,1.0,6,2,0.3333333333333333
HD 52711,era,100.0,1.5,6,4,0.6666666666666666
HD 52711,era,100.0,2.0,6,6,1.0
HD 52711,era,100.0,3.0,6,6,1.0
HD 52711,era,100.0,5.0,6,6,1.0
HD 52711,era,300.0,0.5,6,0,0.0
HD 52711,era,300.0,1.0,6,0,0.0
HD 52711,era,300.0,1.5,6,1,0.16666666666666666
HD 52711,era,300.0,2.0,6,4,0.6666666666666666
HD 52711,era,300.0,3.0,6,5,0.8333333333333334
HD 52711,era,300.0,5.0,6,5,0.8333333333333334
HD 52711,era,500.0,0.5,6,0,0.0
HD 52711,era,500.0,1.0,6,0,0.0
HD 52711,era,500.0,1.5,6,1,0.16666666666666666
HD 52711,era,500.0,2.0,6,1,0.16666666666666666
HD 52711,era,500.0,3.0,6,2,0.3333333333333333
HD 52711,era,500.0,5.0,6,2,0.3333333333333333
HD 52711,era_activity,5.0,0.5,6,0,0.0
HD 52711,era_activity,5.0,1.0,6,2,0.3333333333333333
HD 52711,era_activity,5.0,1.5,6,6,1.0
HD 52711,era_activity,5.0,2.0,6,6,1.0
HD 52711,era_activity,5.0,3.0,6,6,1.0
HD 52711,era_activity,5.0,5.0,6,6,1.0
HD 52711,era_activity,10.0,0.5,6,0,0.0
HD 52711,era_activity,10.0,1.0,6,4,0.6666666666666666
HD 52711,era_activity,10.0,1.5,6,6,1.0
HD 52711,era_activity,10.0,2.0,6,6,1.0
HD 52711,era_activity,10.0,3.0,6,6,1.0
HD 52711,era_activity,10.0,5.0,6,6,1.0
HD 52711,era_activity,30.0,0.5,6,0,0.0
HD 52711,era_activity,30.0,1.0,6,3,0.5
HD 52711,era_activity,30.0,1.5,6,6,1.0
HD 52711,era_activity,30.0,2.0,6,6,1.0
HD 52711,era_activity,30.0,3.0,6,6,1.0
HD 52711,era_activity,30.0,5.0,6,6,1.0
HD 52711,era_activity,100.0,0.5,6,2,0.3333333333333333
HD 52711,era_activity,100.0,1.0,6,2,0.3333333333333333
HD 52711,era_activity,100.0,1.5,6,6,1.0
HD 52711,era_activity,100.0,2.0,6,6,1.0
HD 52711,era_activity,100.0,3.0,6,6,1.0
HD 52711,era_activity,100.0,5.0,6,6,1.0
HD 52711,era_activity,300.0,0.5,6,0,0.0
HD 52711,era_activity,300.0,1.0,6,0,0.0
HD 52711,era_activity,300.0,1.5,6,2,0.3333333333333333
HD 52711,era_activity,300.0,2.0,6,4,0.6666666666666666
HD 52711,era_activity,300.0,3.0,6,5,0.8333333333333334
HD 52711,era_activity,300.0,5.0,6,6,1.0
HD 52711,era_activity,500.0,0.5,6,0,0.0
HD 52711,era_activity,500.0,1.0,6,0,0.0
HD 52711,era_activity,500.0,1.5,6,0,0.0
HD 52711,era_activity,500.0,2.0,6,2,0.3333333333333333
HD 52711,era_activity,500.0,3.0,6,2,0.3333333333333333
HD 52711,era_activity,500.0,5.0,6,2,0.3333333333333333
HD 55575,baseline,5.0,0.5,6,0,0.0
HD 55575,baseline,5.0,1.0,6,1,0.16666666666666666
HD 55575,baseline,5.0,1.5,6,6,1.0
HD 55575,baseline,5.0,2.0,6,6,1.0
HD 55575,baseline,5.0,3.0,6,6,1.0
HD 55575,baseline,5.0,5.0,6,6,1.0
HD 55575,baseline,10.0,0.5,6,0,0.0
HD 55575,baseline,10.0,1.0,6,1,0.16666666666666666
HD 55575,baseline,10.0,1.5,6,6,1.0
HD 55575,baseline,10.0,2.0,6,6,1.0
HD 55575,baseline,10.0,3.0,6,6,1.0
HD 55575,baseline,10.0,5.0,6,6,1.0
HD 55575,baseline,30.0,0.5,6,3,0.5
HD 55575,baseline,30.0,1.0,6,3,0.5
HD 55575,baseline,30.0,1.5,6,6,1.0
HD 55575,baseline,30.0,2.0,6,6,1.0
